FID,OBJECTID,SHAPE,KRANKENHAUS_BEZEICHNUNG,ABTEILUNG,BEZEICHNUNG,WEBLINK1,ADRESSE,BEZIRK,TELEFON,SE_ANNO_CAD_DATA
AMBULANZOGD.196,196,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Innere Medizin III<br />Klin. Abteilung für Rheumatologie,Ambulanz für internistische Knochenkrankheiten,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2494,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-46760,
AMBULANZOGD.197,197,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Innere Medizin III<br />Klin. Abteilung für Rheumatologie,Früharthritis-Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1691,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-46760,
AMBULANZOGD.198,198,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Innere Medizin III<br />Klin. Abteilung für Rheumatologie,Kollagenoseambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1693,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-46760,
AMBULANZOGD.199,199,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Innere Medizin III<br />Klin. Abteilung für Rheumatologie,Rheumaambulanz (Gelenks- und Wirbelsäulenerkrankungen),http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1695,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-46760,
AMBULANZOGD.200,200,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Kinder- und Jugendheilkunde<br />Klin. Abteilung für Pädiatrische Kardiologie,Gerinnungsambulanz für Kinder und Jugendliche (0 bis 18 Jahre),http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1922,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-32290,
AMBULANZOGD.201,201,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Kinder- und Jugendheilkunde<br />Klin. Abteilung für Pädiatrische Kardiologie,Herzambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1944,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-31990,
AMBULANZOGD.202,202,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",Allgemeine Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1909,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-32290,
AMBULANZOGD.203,203,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",Allgemeine nephrologische und urologische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2539,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-32570,
AMBULANZOGD.204,204,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",Allgemeine neuropädiatrische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1928,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-32580,
AMBULANZOGD.205,205,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie","Ambulanz für Adipositas, Fettstoffwechsel und Ernährungsmedizin",http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1938,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-59860,
AMBULANZOGD.206,206,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie","Ambulanz für angeborene Stoffwechselstörungen, Syndromologie und pädiatrische Genetik",http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1913,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-59860,
AMBULANZOGD.207,207,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",Ambulanz für chronisches Nierenversagen und Dialyse,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2611,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-32570,
AMBULANZOGD.208,208,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",Ambulanz für erweiterte Epilepsiediagnostik,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2538,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-32580,
AMBULANZOGD.209,209,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie","Ambulanz für Gastroenterologie, Hepatologie und Lebertransplantierte",http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1921,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-32490,
AMBULANZOGD.210,210,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",Ambulanz für Lungentransplantierte,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2852,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-32430,
AMBULANZOGD.211,211,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",Ambulanz für Nierentransplantierte,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1912,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-32570,
AMBULANZOGD.212,212,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",Ambulanz für sicheres Schlafen,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1940,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-30920,
AMBULANZOGD.213,213,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",Ambulanz für Störungen der Immunabwehr,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1911,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-32290,
AMBULANZOGD.214,214,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",Ambulanz für Varianten der Geschlechtsentwicklung,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1910,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-59860,
AMBULANZOGD.215,215,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",Atem- und Allergieambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1914,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-32430,
AMBULANZOGD.216,216,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",CAKUT-Ambulanz (Congenital Anomaly of Kidney and Urinary Tract) für nephro-urologische Fehlbildungen,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3064,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-32490,
AMBULANZOGD.217,217,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",Cystische Fibrose-Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1916,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-32430,
AMBULANZOGD.218,218,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",Diabetesambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1918,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-59840,
AMBULANZOGD.219,219,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",Endokrinologische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1919,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-32290,
AMBULANZOGD.220,220,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",Nachsorgeambulanz für Frühgeborene und Risikokinder,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1939,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-32500,
AMBULANZOGD.221,221,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",Neuroonkologische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1933,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-32290,
AMBULANZOGD.222,222,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",Notfall-Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2612,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-32290,
AMBULANZOGD.223,223,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",Psychosomatische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2535,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-32660,
AMBULANZOGD.224,224,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",Rheumatologische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1934,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-21110,
AMBULANZOGD.225,225,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,"Univ. Klinik für Kinder- und Jugendheilkunde<br />Klinische Abteilung für Pädiatrische Pulmologie, Allergologie und Endokrinologie",Toxoplasmoselabor und Nachsorgeambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=1942,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-66490,
AMBULANZOGD.226,226,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Psychiatrie und Psychotherapie<br />Klin. Abteilung für Biologische Psychiatrie,"Ambulanz für affektive Erkrankungen, inkl. ADHD",http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2038,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-35470,
AMBULANZOGD.227,227,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Psychiatrie und Psychotherapie<br />Klin. Abteilung für Biologische Psychiatrie,Ambulanz für Herbst-Winter-Depressionen,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2037,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-35470,
AMBULANZOGD.228,228,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Psychiatrie und Psychotherapie<br />Klin. Abteilung für Biologische Psychiatrie,Drogenambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2039,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-35470,
AMBULANZOGD.229,229,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Psychiatrie und Psychotherapie<br />Klin. Abteilung für Biologische Psychiatrie,Forensische Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2040,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-35470,
AMBULANZOGD.230,230,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Psychiatrie und Psychotherapie<br />Klin. Abteilung für Biologische Psychiatrie,Forensische Drogenambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2041,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-35470,
AMBULANZOGD.231,231,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Psychiatrie und Psychotherapie<br />Klin. Abteilung für Biologische Psychiatrie,Gedächtnisambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2042,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-35470,
AMBULANZOGD.232,232,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Psychiatrie und Psychotherapie<br />Klin. Abteilung für Biologische Psychiatrie,Hauptambulanz - Erstkontakte,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2033,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-35470,
AMBULANZOGD.233,233,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Psychiatrie und Psychotherapie<br />Klin. Abteilung für Biologische Psychiatrie,Notfallambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2577,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-35470,
AMBULANZOGD.234,234,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Psychiatrie und Psychotherapie<br />Klin. Abteilung für Sozialpsychiatrie,Ambulanz für Alkoholismusgefährdete,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2047,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-35470,
AMBULANZOGD.235,235,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Psychiatrie und Psychotherapie<br />Klin. Abteilung für Sozialpsychiatrie,Ambulanz zur Früherkennung von Psychosen,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2055,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-35470,
AMBULANZOGD.236,236,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Psychiatrie und Psychotherapie<br />Klin. Abteilung für Sozialpsychiatrie,Hauptambulanz - Erstkontakte,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2045,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-35470,
AMBULANZOGD.237,237,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Psychiatrie und Psychotherapie<br />Klin. Abteilung für Sozialpsychiatrie,Integrative Psychosebehandlung,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2576,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-35470,
AMBULANZOGD.238,238,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Psychiatrie und Psychotherapie<br />Klin. Abteilung für Sozialpsychiatrie,Notfallambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=3260,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-35470,
AMBULANZOGD.239,239,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Psychiatrie und Psychotherapie<br />Klin. Abteilung für Sozialpsychiatrie,Phasenprophylaxe-Ambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2053,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-35470,
AMBULANZOGD.240,240,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Psychiatrie und Psychotherapie<br />Klin. Abteilung für Sozialpsychiatrie,Psychosomatische Ambulanz (externe Zuweisungen),http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2054,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-35470,
AMBULANZOGD.241,241,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Psychiatrie und Psychotherapie<br />Klin. Abteilung für Sozialpsychiatrie,Psychosomatische Ambulanz (interne Zuweisungen),http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2575,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-35470,
AMBULANZOGD.242,242,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Psychiatrie und Psychotherapie<br />Klin. Abteilung für Sozialpsychiatrie,Schlafambulanz,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2333,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-33860,
AMBULANZOGD.243,243,POINT (16.344330780505615 48.220184438513456),Allgemeines Krankenhaus der Stadt Wien - Medizinischer Universitätscampus,Univ. Klinik für Psychiatrie und Psychotherapie<br />Klin. Abteilung für Sozialpsychiatrie,Transkulturelle Psychiatrie und migrationsbedingte psych. Störungen,http://www.wienkav.at/kav/akh/Medstellen_Anzeigen.asp?id=2056,"9., Währinger Gürtel 18-20",9,(+43 1) 40400-35470,
